	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak
2301	أَجْمَرَ	ل/م	102	أجمر	أجمر	ءجمر	جمر	4	مهموز	صحيح
2302	تَجَمَّرَ	ل	126	تجمر	تجمّر	تجمر	تجمر	5	مضعف	صحيح
2303	اِجْتَمَرَ	ل	114	اجتمر	اجتمر	اجتمر	جتمر	5	سالم	صحيح
2304	اِسْتَجْمَرَ	ل	129	استجمر	استجمر	استجمر	ستجمر	6	سالم	صحيح
2305	جَمَزَ	ل/م	2	جمز	جمز	جمز	جمز	3	سالم	صحيح
2306	جَمَسَ	ل	1	جمس	جمس	جمس	جمس	3	سالم	صحيح
2307	جَمُسَ	ل	7	جمس	جمس	جمس	جمس	3	سالم	صحيح
2308	جَمَشَ	م	1	جمش	جمش	جمش	جمش	3	سالم	صحيح
2309	جَمَّشَ	م	112	جمش	جمّش	جمش	جمش	4	مضعف	صحيح
2310	جَمَعَ	م/ل	3	جمع	جمع	جمع	جمع	3	سالم	صحيح
2311	جَمَّعَ	ل/م	112	جمع	جمّع	جمع	جمع	4	مضعف	صحيح
2312	جامَعَ	م	109	جامع	جامع	جامع	جمع	4	سالم	صحيح
2313	أَجْمَعَ	ل/م	102	أجمع	أجمع	ءجمع	جمع	4	مهموز	صحيح
2314	تَجَمَّعَ	ل	126	تجمع	تجمّع	تجمع	تجمع	5	مضعف	صحيح
2315	اِجْتَمَعَ	ل	114	اجتمع	اجتمع	اجتمع	جتمع	5	سالم	صحيح
2316	اِسْتَجْمَعَ	ل	129	استجمع	استجمع	استجمع	ستجمع	6	سالم	صحيح
2317	جَمَلَ	م	1	جمل	جمل	جمل	جمل	3	سالم	صحيح
2318	جَمُلَ	ل	7	جمل	جمل	جمل	جمل	3	سالم	صحيح
2319	جَمَّلَ	م/ل	112	جمل	جمّل	جمل	جمل	4	مضعف	صحيح
2320	جامَلَ	م	109	جامل	جامل	جامل	جمل	4	سالم	صحيح
2321	أَجْمَلَ	ل/م	102	أجمل	أجمل	ءجمل	جمل	4	مهموز	صحيح
2322	تَجَمَّلَ	ل	126	تجمل	تجمّل	تجمل	تجمل	5	مضعف	صحيح
2323	اِجْتَمَلَ	ل/م	114	اجتمل	اجتمل	اجتمل	جتمل	5	سالم	صحيح
2324	اِسْتَجْمَلَ	ل/م	129	استجمل	استجمل	استجمل	ستجمل	6	سالم	صحيح
2325	جَمَّ	ل/م	8	جم	جمّ	جم	جم	3	مضعف	صحيح
2326	جَمَّ	ل	10	جم	جمّ	جم	جم	3	مضعف	صحيح
2327	جَمَّمَ	ل/م	112	جمم	جمّم	جمم	جم	4	مضعف	صحيح
2328	أَجَمَّ	ل/م	103	أجم	أجمّ	ءجم	جم	4	مضعف مهموز	صحيح
2329	تَجَمَّمَ	ل	126	تجمم	تجمّم	تجمم	تجم	5	مضعف	صحيح
2330	اِسْتَجَمَّ	ل/م	130	استجم	استجمّ	استجم	ستجم	6	مضعف	صحيح
2331	تَجَمَّى	ل	127	تجمى	تجمّى	تجمى	تجم	5	مضعف	ناقص
2332	جَنَأَ	ل	14	جنأ	جنأ	جنء	جن	3	مهموز	صحيح
2333	جَنِئَ	ل	15	جنئ	جنئ	جنء	جن	3	مهموز	صحيح
2334	جانَأَ	ل	109	جانأ	جانأ	جانء	جن	4	مهموز	صحيح
2335	أَجْنَأَ	ل/م	102	أجنأ	أجنأ	ءجنء	جن	4	مهموز	صحيح
2336	تَجانَأَ	ل	123	تجانأ	تجانأ	تجانء	تجن	5	مهموز	صحيح
2337	اِجْتَنَأَ	ل	114	اجتنأ	اجتنأ	اجتنء	جتن	5	مهموز	صحيح
2338	جَنَبَ	ل/م	1	جنب	جنب	جنب	جنب	3	سالم	صحيح
2339	جَنُبَ	ل	7	جنب	جنب	جنب	جنب	3	سالم	صحيح
2340	جَنِبَ	ل	4	جنب	جنب	جنب	جنب	3	سالم	صحيح
2341	جَنَّبَ	ل/م	112	جنب	جنّب	جنب	جنب	4	مضعف	صحيح
2342	جانَبَ	م	109	جانب	جانب	جانب	جنب	4	سالم	صحيح
2343	أَجْنَبَ	ل/م	102	أجنب	أجنب	ءجنب	جنب	4	مهموز	صحيح
2344	تَجَنَّبَ	ل/م	126	تجنب	تجنّب	تجنب	تجنب	5	مضعف	صحيح
2345	تَجانَبَ	ل/م	123	تجانب	تجانب	تجانب	تجنب	5	سالم	صحيح
2346	اِجْتَنَبَ	ل/م	114	اجتنب	اجتنب	اجتنب	جتنب	5	سالم	صحيح
2347	اِسْتَجْنَبَ	ل	129	استجنب	استجنب	استجنب	ستجنب	6	سالم	صحيح
2348	تَجَنَّثَ	ل	126	تجنث	تجنّث	تجنث	تجنث	5	مضعف	صحيح
2349	جَنَحَ	ل/م	3	جنح	جنح	جنح	جنح	3	سالم	صحيح
2350	جَنَّحَ	م	112	جنح	جنّح	جنح	جنح	4	مضعف	صحيح
2351	أَجْنَحَ	م	102	أجنح	أجنح	ءجنح	جنح	4	مهموز	صحيح
2352	تَجَنَّحَ	ل	126	تجنح	تجنّح	تجنح	تجنح	5	مضعف	صحيح
2353	اِجْتَنَحَ	ل/	114	اجتنح	اجتنح	اجتنح	جتنح	5	سالم	صحيح
2354	اِسْتَجْنَحَ	ل	129	استجنح	استجنح	استجنح	ستجنح	6	سالم	صحيح
2355	جَنَّدَ	م	112	جند	جنّد	جند	جند	4	مضعف	صحيح
2356	تَجَنَّدَ	ل	126	تجند	تجنّد	تجند	تجند	5	مضعف	صحيح
2357	جَنَزَ	م	2	جنز	جنز	جنز	جنز	3	سالم	صحيح
2358	جَنَّزَ	م	112	جنز	جنّز	جنز	جنز	4	مضعف	صحيح
2359	جَنَسَ	ل	1	جنس	جنس	جنس	جنس	3	سالم	صحيح
2360	جَنَّسَ	م	112	جنس	جنّس	جنس	جنس	4	مضعف	صحيح
2361	جانَسَ	م	109	جانس	جانس	جانس	جنس	4	سالم	صحيح
2362	تَجَنَّسَ	ل	126	تجنس	تجنّس	تجنس	تجنس	5	مضعف	صحيح
2363	تَجانَسَ	ل	123	تجانس	تجانس	تجانس	تجنس	5	سالم	صحيح
2364	جَنَفَ	ل	2	جنف	جنف	جنف	جنف	3	سالم	صحيح
2365	جَنِفَ	ل	4	جنف	جنف	جنف	جنف	3	سالم	صحيح
2366	جانَفَ	م	109	جانف	جانف	جانف	جنف	4	سالم	صحيح
2367	أَجْنَفَ	ل/م	102	أجنف	أجنف	ءجنف	جنف	4	مهموز	صحيح
2368	تَجانَفَ	ل	123	تجانف	تجانف	تجانف	تجنف	5	سالم	صحيح
2369	جَنَقَ	م	2	جنق	جنق	جنق	جنق	3	سالم	صحيح
2370	جَنَّقَ	م	112	جنق	جنّق	جنق	جنق	4	مضعف	صحيح
2371	جَنَّ	ل	9	جن	جنّ	جن	جن	3	مضعف	صحيح
2372	جَنَّ	ل/م	8	جن	جنّ	جن	جن	3	مضعف	صحيح
2373	جَنَّنَ	م	112	جنن	جنّن	جنن	جن	4	مضعف	صحيح
2374	أَجَنَّ	ل/م	103	أجن	أجنّ	ءجن	جن	4	مضعف مهموز	صحيح
2375	تَجَنَّنَ	ل	126	تجنن	تجنّن	تجنن	تجن	5	مضعف	صحيح
2376	تَجانَنَ	ل	123	تجانن	تجانن	تجانن	تجن	5	سالم	صحيح
2377	تَجانَّ	ل	124	تجان	تجانّ	تجان	تجن	5	مضعف	صحيح
2378	اِجْتَنَّ	ل	115	اجتن	اجتنّ	اجتن	جتن	5	مضعف	صحيح
2379	اِسْتَجَنَّ	ل	129	استجن	استجنّ	استجن	ستجن	6	مضعف	صحيح
2380	جَنَى	ل/م	21	جنى	جنى	جنى	جن	3		ناقص يائي
2381	جَنِيَ	ل	23	جني	جني	جني	جن	3	سالم	صحيح
2382	جانَى	ل	111	جانى	جانى	جانى	جن	4		ناقص
2383	أَجْنَى	ل/م	104	أجنى	أجنى	ءجنى	جن	4	مهموز	ناقص
2384	تَجَنَّى	ل/م	127	تجنى	تجنّى	تجنى	تجن	5	مضعف	ناقص
2385	اِجْتَنَى	م	116	اجتنى	اجتنى	اجتنى	جتن	5		ناقص
2386	جَهَثَ	ل	3	جهث	جهث	جهث	جهث	3	سالم	صحيح
2387	جَهَدَ	ل/م	3	جهد	جهد	جهد	جهد	3	سالم	صحيح
2388	جَهِدَ	ل	4	جهد	جهد	جهد	جهد	3	سالم	صحيح
2389	جاهَدَ	م	109	جاهد	جاهد	جاهد	جهد	4	سالم	صحيح
2390	أَجْهَدَ	ل/م	102	أجهد	أجهد	ءجهد	جهد	4	مهموز	صحيح
2391	تَجاهَدَ	ل	123	تجاهد	تجاهد	تجاهد	تجهد	5	سالم	صحيح
2392	اِجْتَهَدَ	ل	114	اجتهد	اجتهد	اجتهد	جتهد	5	سالم	صحيح
2393	جَهَرَ	ل/م	3	جهر	جهر	جهر	جهر	3	سالم	صحيح
2394	جَهُرَ	ل	7	جهر	جهر	جهر	جهر	3	سالم	صحيح
2395	جَهِرَ	ل	4	جهر	جهر	جهر	جهر	3	سالم	صحيح
2396	جاهَرَ	م	109	جاهر	جاهر	جاهر	جهر	4	سالم	صحيح
2397	أَجْهَرَ	ل/م	102	أجهر	أجهر	ءجهر	جهر	4	مهموز	صحيح
2398	تَجاهَرَ	ل	123	تجاهر	تجاهر	تجاهر	تجهر	5	سالم	صحيح
2399	اِجْتَهَرَ	م/ل	114	اجتهر	اجتهر	اجتهر	جتهر	5	سالم	صحيح
2400	جَهَزَ	ل	3	جهز	جهز	جهز	جهز	3	سالم	صحيح
2401	جَهَّزَ	م	112	جهز	جهّز	جهز	جهز	4	مضعف	صحيح
2402	أَجْهَزَ	ل	102	أجهز	أجهز	ءجهز	جهز	4	مهموز	صحيح
2403	تَجَهَّزَ	ل	126	تجهز	تجهّز	تجهز	تجهز	5	مضعف	صحيح
2404	جَهَشَ	ل	3	جهش	جهش	جهش	جهش	3	سالم	صحيح
2405	جَهِشَ	ل	4	جهش	جهش	جهش	جهش	3	سالم	صحيح
2406	أَجْهَشَ	ل/م	102	أجهش	أجهش	ءجهش	جهش	4	مهموز	صحيح
2407	جَهَضَ	م	3	جهض	جهض	جهض	جهض	3	سالم	صحيح
2408	جاهَضَ	م	109	جاهض	جاهض	جاهض	جهض	4	سالم	صحيح
2409	أَجْهَضَ	ل/م	102	أجهض	أجهض	ءجهض	جهض	4	مهموز	صحيح
2410	جَهِلَ	ل	4	جهل	جهل	جهل	جهل	3	سالم	صحيح
2411	جَهَّلَ	م	112	جهل	جهّل	جهل	جهل	4	مضعف	صحيح
2412	جاهَلَ	م	109	جاهل	جاهل	جاهل	جهل	4	سالم	صحيح
2413	تَجاهَلَ	ل	123	تجاهل	تجاهل	تجاهل	تجهل	5	سالم	صحيح
2414	اِسْتَجْهَلَ	م	129	استجهل	استجهل	استجهل	ستجهل	6	سالم	صحيح
2415	جَهَمَ	م	3	جهم	جهم	جهم	جهم	3	سالم	صحيح
2416	جَهُمَ	ل	7	جهم	جهم	جهم	جهم	3	سالم	صحيح
2417	جَهِمَ	م	4	جهم	جهم	جهم	جهم	3	سالم	صحيح
2418	أَجْهَمَ	ل	102	أجهم	أجهم	ءجهم	جهم	4	مهموز	صحيح
2419	تَجَهَّمَ	م/ل	126	تجهم	تجهّم	تجهم	تجهم	5	مضعف	صحيح
2420	اِجْتَهَمَ	ل	114	اجتهم	اجتهم	اجتهم	جتهم	5	سالم	صحيح
2421	جَهُنَ	ل	7	جهن	جهن	جهن	جهن	3	سالم	صحيح
2422	جَهِيَ	ل	19	جهي	جهي	جهي	جه	3	سالم	صحيح
2423	جَهَّى	م	113	جهى	جهّى	جهى	جه	4	مضعف	ناقص
2424	جاهَى	م	111	جاهى	جاهى	جاهى	جه	4		ناقص
2425	أَجْهَى	ل/م	104	أجهى	أجهى	ءجهى	جه	4	مهموز	ناقص
2426	جابَ	ل/م	34	جاب	جاب	جاب	جب	3		أجوف واوي
2427	جوَّبَ	ل/م	112	جوب	جوّب	جوب	جب	4	مضعف	صحيح
2428	جاوَبَ	م	109	جاوب	جاوب	جاوب	جب	4	سالم	صحيح
2429	أَجابَ	ل/م	105	أجاب	أجاب	ءجاب	جب	4	مهموز	أجوف
2430	تَجاوَبَ	ل	123	تجاوب	تجاوب	تجاوب	تجب	5	سالم	صحيح
2431	اِنْجابَ	ل	122	انجاب	انجاب	انجاب	نجب	5		أجوف
2432	اِجْتابَ	م	117	اجتاب	اجتاب	اجتاب	جتب	5		أجوف
2433	اِسْتَجابَ	م/ل	132	استجاب	استجاب	استجاب	ستجب	6		أجوف
2434	اِسْتَجْوَبَ	م	129	استجوب	استجوب	استجوب	ستجب	6	سالم	صحيح
2435	جَوِثَ	ل	35	جوث	جوث	جوث	جث	3	
2436	جاحَ	ل/م	34	جاح	جاح	جاح	جح	3		أجوف واوي
2437	جَوَّحَ	م	112	جوح	جوّح	جوح	جح	4	مضعف	صحيح
2438	أَجاحَ	م	105	أجاح	أجاح	ءجاح	جح	4	مهموز	أجوف
2439	اِجْتاحَ	م	117	اجتاح	اجتاح	اجتاح	جتح	5		أجوف
2440	جاخَ	م	34	جاخ	جاخ	جاخ	جخ	3		أجوف واوي
2441	جَوَّخَ	م	112	جوخ	جوّخ	جوخ	جخ	4	مضعف	صحيح
2442	تَجَوَّخَ	ل	126	تجوخ	تجوّخ	تجوخ	تجخ	5	مضعف	صحيح
2443	جادَ	ل/م	34	جاد	جاد	جاد	جد	3		أجوف واوي
2444	جَوَّدَ	ل/م	112	جود	جوّد	جود	جد	4	مضعف	صحيح
2445	جاوَدَ	م	109	جاود	جاود	جاود	جد	4	سالم	صحيح
2446	أَجادَ	ل/م	105	أجاد	أجاد	ءجاد	جد	4	مهموز	أجوف
2447	أَجْوَدَ	ل/م	102	أجود	أجود	ءجود	جد	4	مهموز	صحيح
2448	تَجَوَّدَ	ل/م	126	تجود	تجوّد	تجود	تجد	5	مضعف	صحيح
2449	تَجاوَدَ	ل	123	تجاود	تجاود	تجاود	تجد	5	سالم	صحيح
2450	اِسْتَجادَ	م	132	استجاد	استجاد	استجاد	ستجد	6		أجوف
2451	جارَ	ل	34	جار	جار	جار	جر	3		أجوف واوي
2452	جَوَّرَ	م	112	جور	جوّر	جور	جر	4	مضعف	صحيح
2453	جاوَرَ	م/ل	109	جاور	جاور	جاور	جر	4	سالم	صحيح
2454	أَجارَ	م	105	أجار	أجار	ءجار	جر	4	مهموز	أجوف
2455	تَجَوَّرَ	ل	126	تجور	تجوّر	تجور	تجر	5	مضعف	صحيح
2456	تَجاوَرَ	ل	123	تجاور	تجاور	تجاور	تجر	5	سالم	صحيح
2457	اِجْتَوَرَ	ل	114	اجتور	اجتور	اجتور	جتر	5	سالم	صحيح
2458	اِسْتَجارَ	ل/م	132	استجار	استجار	استجار	ستجر	6		أجوف
2459	جازَ	ل/م	34	جاز	جاز	جاز	جز	3		أجوف واوي
2460	جَوَّزَ	م	112	جوز	جوّز	جوز	جز	4	مضعف	صحيح
2461	جاوَزَ	ل/م	109	جاوز	جاوز	جاوز	جز	4	سالم	صحيح
2462	أَجازَ	ل/م	105	أجاز	أجاز	ءجاز	جز	4	مهموز	أجوف
2463	تَجَوَّزَ	ل/م	126	تجوز	تجوّز	تجوز	تجز	5	مضعف	صحيح
2464	تَجاوَزَ	ل/م	123	تجاوز	تجاوز	تجاوز	تجز	5	سالم	صحيح
2465	اِجْتازَ	ل/م	117	اجتاز	اجتاز	اجتاز	جتز	5		أجوف
2466	اِسْتَجازَ	ل/م	132	استجاز	استجاز	استجاز	ستجز	6		أجوف
2467	جاسَ	م/ل	34	جاس	جاس	جاس	جس	3		أجوف واوي
2468	اِجْتاسَ	ل	117	اجتاس	اجتاس	اجتاس	جتس	5		أجوف
2469	جاشَ	ل	34	جاش	جاش	جاش	جش	3		أجوف واوي
2470	تَجَوَّشَ	ل	126	تجوش	تجوّش	تجوش	تجش	5	مضعف	صحيح
2471	جاعَ	ل	34	جاع	جاع	جاع	جع	3		أجوف واوي
2472	جَوَّعَ	م	112	جوع	جوّع	جوع	جع	4	مضعف	صحيح
2473	أَجاعَ	م	105	أجاع	أجاع	ءجاع	جع	4	مهموز	أجوف
2474	تَجَوَّعَ	ل	126	تجوع	تجوّع	تجوع	تجع	5	مضعف	صحيح
2475	اِسْتَجاعَ	ل	132	استجاع	استجاع	استجاع	ستجع	6		أجوف
2476	جافَ	م	34	جاف	جاف	جاف	جف	3		أجوف واوي
2477	جَوِفَ	ل	35	جوف	جوف	جوف	جف	3	
2478	جَوَّفَ	م	112	جوف	جوّف	جوف	جف	4	مضعف	صحيح
2479	أَجافَ	م	105	أجاف	أجاف	ءجاف	جف	4	مهموز	أجوف
2480	تَجَوَّفَ	ل/م	126	تجوف	تجوّف	تجوف	تجف	5	مضعف	صحيح
2481	اِجْتافَ	م	117	اجتاف	اجتاف	اجتاف	جتف	5		أجوف
2482	اِسْتَجافَ	ل/م	132	استجاف	استجاف	استجاف	ستجف	6		أجوف
2483	اِسْتَجْوَفَ	ل	129	استجوف	استجوف	استجوف	ستجف	6	سالم	صحيح
2484	جَوِقَ	ل	35	جوق	جوق	جوق	جق	3	
2485	جَوَّقَ	ل/م	112	جوق	جوّق	جوق	جق	4	مضعف	صحيح
2486	تَجَوَّقَ	ل	126	تجوق	تجوّق	تجوق	تجق	5	مضعف	صحيح
2487	جالَ	ل/م	34	جال	جال	جال	جل	3		أجوف واوي
2488	جَوَّلَ	م/ل	112	جول	جوّل	جول	جل	4	مضعف	صحيح
2489	جاوَلَ	م	109	جاول	جاول	جاول	جل	4	سالم	صحيح
2490	أَجالَ	م/ل	105	أجال	أجال	ءجال	جل	4	مهموز	أجوف
2491	تَجاوَلَ	ل	123	تجاول	تجاول	تجاول	تجل	5	سالم	صحيح
2492	اِنْجالَ	ل	122	انجال	انجال	انجال	نجل	5		أجوف
2493	اِجْتالَ	ل/م	117	اجتال	اجتال	اجتال	جتل	5		أجوف
2494	اِسْتَجالَ	م	132	استجال	استجال	استجال	ستجل	6		أجوف
2495	جامَ	ل	34	جام	جام	جام	جم	3		أجوف واوي
2496	جانَ	ل	34	جان	جان	جان	جن	3		أجوف واوي
2497	جاهَ	م	34	جاه	جاه	جاه	جه	3		أجوف واوي
2498	تَجَوَّهَ	ل	126	تجوه	تجوّه	تجوه	تجه	5	مضعف	صحيح
2499	جَوِيَ	ل/م	44	جوي	جوي	جوي	ج	3		لفيف مقرون
2500	جَوَّى	م	113	جوى	جوّى	جوى	ج	4	مضعف	ناقص
2501	جاوَى	م/ل	111	جاوى	جاوى	جاوى	ج	4		ناقص
2502	اِجْتَوَى	م	116	اجتوى	اجتوى	اجتوى	جت	5		ناقص
2503	اِسْتَجْوَى	م	131	استجوى	استجوى	استجوى	ستج	6		ناقص
2504	جاءَ	ل/م	49	جاء	جاء	جاء	ج	3	مهموز	أجوف واوي
2505	جَيَّأَ	م	112	جيأ	جيّأ	جيء	ج	4	مضعف مهموز	صحيح
2506	جايَأَ	م	109	جايأ	جايأ	جايء	ج	4	مهموز	صحيح
2507	أَجاءَ	م	105	أجاء	أجاء	ءجاء	ج	4	مهموز	أجوف
2508	جابَ	م	45	جاب	جاب	جاب	جب	3		أجوف واوي
2509	جَيَّبَ	م	112	جيب	جيّب	جيب	جب	4	مضعف	صحيح
2510	جَيِدَ	ل	46	جيد	جيد	جيد	جد	3	سالم	صحيح
2511	جَيِرَ	ل	46	جير	جير	جير	جر	3	سالم	صحيح
2512	جَيَّرَ	م	112	جير	جيّر	جير	جر	4	مضعف	صحيح
2513	جاشَ	ل	45	جاش	جاش	جاش	جش	3		أجوف واوي
2514	جَيَّشَ	ل	112	جيش	جيّش	جيش	جش	4	مضعف	صحيح
2515	تَجَيَّشَ	ل	126	تجيش	تجيّش	تجيش	تجش	5	مضعف	صحيح
2516	اِسْتَجاشَ	ل/م	132	استجاش	استجاش	استجاش	ستجش	6		أجوف
2517	جاضَ	ل	45	جاض	جاض	جاض	جض	3		أجوف واوي
2518	جَيَّضَ	ل	112	جيض	جيّض	جيض	جض	4	مضعف	صحيح
2519	جايَضَ	م	109	جايض	جايض	جايض	جض	4	سالم	صحيح
2520	جافَ	ل	45	جاف	جاف	جاف	جف	3		أجوف واوي
2521	جَيَّفَ	ل/م	112	جيف	جيّف	جيف	جف	4	مضعف	صحيح
2522	اِنْجافَ	ل	122	انجاف	انجاف	انجاف	نجف	5		أجوف
2523	اِجْتافَ	ل	117	اجتاف	اجتاف	اجتاف	جتف	5		أجوف
2524	جَيَّمَ	م	112	جيم	جيّم	جيم	جم	4	مضعف	صحيح
2525	حَبَّ	ل/م	8	حب	حبّ	حب	حب	3	مضعف	صحيح
2526	حَبَّ	ل/م	10	حب	حبّ	حب	حب	3	مضعف	صحيح
2527	حَبَّ	ل	11	حب	حبّ	حب	حب	3	مضعف	صحيح
2528	حَبَّبَ	ل/م	112	حبب	حبّب	حبب	حب	4	مضعف	صحيح
2529	حابَّ	م	110	حاب	حابّ	حاب	حب	4	مضعف	صحيح
2530	أَحَبَّ	ل/م	103	أحب	أحبّ	ءحب	حب	4	مضعف مهموز	صحيح
2531	تَحَبَّبَ	ل	126	تحبب	تحبّب	تحبب	تحب	5	مضعف	صحيح
2532	تَحابَّ	ل	124	تحاب	تحابّ	تحاب	تحب	5	مضعف	صحيح
2533	اِسْتَحبَّ	م	130	استحب	استحبّ	استحب	ستحب	6	مضعف	صحيح
2534	حَبَرَ	م	1	حبر	حبر	حبر	حبر	3	سالم	صحيح
2535	حَبِرَ	ل	4	حبر	حبر	حبر	حبر	3	سالم	صحيح
2536	حَبَّرَ	م	112	حبر	حبّر	حبر	حبر	4	مضعف	صحيح
2537	أَحْبَرَ	ل/م	102	أحبر	أحبر	ءحبر	حبر	4	مهموز	صحيح
2538	حَبَسَ	م/ل	2	حبس	حبس	حبس	حبس	3	سالم	صحيح
2539	حَبَّسَ	م	112	حبس	حبّس	حبس	حبس	4	مضعف	صحيح
2540	أَحْبَسَ	م	102	أحبس	أحبس	ءحبس	حبس	4	مهموز	صحيح
2541	تَحَبَّسَ	ل	126	تحبس	تحبّس	تحبس	تحبس	5	مضعف	صحيح
2542	اِحْتَبَسَ	ل/م	114	احتبس	احتبس	احتبس	حتبس	5	سالم	صحيح
2543	حَبَشَ	ل	1	حبش	حبش	حبش	حبش	3	سالم	صحيح
2544	حَبَّشَ	ل/م	112	حبش	حبّش	حبش	حبش	4	مضعف	صحيح
2545	أَحْبَشَ	ل	102	أحبش	أحبش	ءحبش	حبش	4	مهموز	صحيح
2546	تَحَبَّشَ	ل	126	تحبش	تحبّش	تحبش	تحبش	5	مضعف	صحيح
2547	اِحْتَبَشَ	م	114	احتبش	احتبش	احتبش	حتبش	5	سالم	صحيح
2548	حَبَضَ	ل	2	حبض	حبض	حبض	حبض	3	سالم	صحيح
2549	حَبِضَ	ل	4	حبض	حبض	حبض	حبض	3	سالم	صحيح
2550	أَحْبَضَ	م	102	أحبض	أحبض	ءحبض	حبض	4	مهموز	صحيح
2551	حَبَطَ	ل	2	حبط	حبط	حبط	حبط	3	سالم	صحيح
2552	حَبِطَ	ل	4	حبط	حبط	حبط	حبط	3	سالم	صحيح
2553	أَحْبَطَ	ل/م	102	أحبط	أحبط	ءحبط	حبط	4	مهموز	صحيح
2554	حَبَقَ	ل/م	2	حبق	حبق	حبق	حبق	3	سالم	صحيح
2555	حَبَّقَ	م	112	حبق	حبّق	حبق	حبق	4	مضعف	صحيح
2556	حَبَكَ	م	1	حبك	حبك	حبك	حبك	3	سالم	صحيح
2557	حَبَّكَ	م	112	حبك	حبّك	حبك	حبك	4	مضعف	صحيح
2558	تَحَبَّكَ	ل	126	تحبك	تحبّك	تحبك	تحبك	5	مضعف	صحيح
2559	اِحْتَبَكَ	م	114	احتبك	احتبك	احتبك	حتبك	5	سالم	صحيح
2560	حَبَلَ	م	1	حبل	حبل	حبل	حبل	3	سالم	صحيح
2561	حَبِلَ	ل	4	حبل	حبل	حبل	حبل	3	سالم	صحيح
2562	حَبَّلَ	ل/م	112	حبل	حبّل	حبل	حبل	4	مضعف	صحيح
